img,z,conf
1692846970.637668,8.996,0.6627
1692846970.673651,8.996,0.7085
1692846970.705485,8.996,0.6142
1692846970.737580,8.996,0.6358
1692846970.773716,8.996,0.6074
1692846970.805730,8.996,0.6217
1692846970.837792,8.996,0.5975
1692846970.873595,8.996,0.6461
1692846970.905906,8.996,0.547
1692846970.937576,8.996,0.6094
1692846970.973655,8.996,0.6546
1692846971.005509,8.996,0.5905
1692846971.037952,8.994,0.5846
1692846971.073495,8.994,0.6597
1692846971.105790,8.994,0.59
1692846971.137815,8.994,0.5293
1692846971.173486,8.994,0.6414
1692846971.205483,8.994,0.6115
1692846971.237653,8.994,0.6077
1692846971.273754,8.994,0.5543
1692846971.305645,8.994,0.5375
1692846971.337735,8.994,0.6557
1692846971.373545,8.994,0.6127
1692846971.405563,8.994,0.6104
1692846971.437811,8.994,0.6088
1692846971.473796,8.994,0.6248
1692846971.506153,8.994,0.6367
1692846971.537702,8.994,0.7099
1692846971.573802,8.994,0.6435
1692846971.605842,8.994,0.6673
1692846971.637679,8.992,0.6613
1692846971.673731,8.992,0.6435
1692846971.705581,8.992,0.6758
1692846971.737599,8.992,0.6709
1692846971.773788,8.992,0.7425
1692846971.805603,8.992,0.7486
1692846971.837528,8.989,0.761
1692846971.873671,8.989,0.7125
1692846971.905624,8.989,0.6821
1692846971.937698,8.989,0.6968
1692846971.973611,8.989,0.6341
1692846972.006449,8.989,0.7079
1692846972.038200,8.989,0.7132
1692846972.073658,8.989,0.6933
1692846972.105647,8.989,0.6211
1692846972.137743,8.989,0.6677
1692846972.173612,8.989,0.6364
1692846972.205527,8.989,0.665
1692846972.237497,8.989,0.636
1692846972.273483,8.989,0.6685
1692846972.305900,8.988,0.6674
1692846972.337614,8.988,0.7241
1692846972.373871,8.988,0.6918
1692846972.405707,8.988,0.7087
1692846972.437568,8.988,0.6624
1692846972.473451,8.988,0.5788
1692846972.505543,8.986,0.6033
1692846972.537651,8.986,0.5001
1692846972.573685,8.986,0.6586
1692846972.605637,8.986,0.6037
1692846972.637576,8.986,0.7001
1692846972.673477,8.986,0.6093
1692846972.705765,8.988,0.6446
1692846972.737646,8.988,0.7131
1692846972.773729,8.988,0.6961
1692846972.805560,8.988,0.6381
1692846972.837598,8.988,0.7078
1692846972.873492,8.988,0.6327
1692846972.905607,8.989,0.5834
1692846972.937670,8.989,0.6876
1692846972.973505,8.989,0.7072
1692846973.005479,8.989,0.7226
1692846973.037511,8.989,0.7534
1692846973.073502,8.989,0.7568
1692846973.105548,8.988,0.7277
1692846973.137602,8.988,0.719
1692846973.173725,8.988,0.6976
1692846973.205735,8.988,0.72
1692846973.237813,8.988,0.7506
1692846973.273564,8.988,0.7465
1692846973.305925,8.987,0.7062
1692846973.337689,8.987,0.708
1692846973.373931,8.987,0.7423
1692846973.405542,8.987,0.755
1692846973.437573,8.987,0.7603
1692846973.473496,8.987,0.7486
1692846973.505647,8.993,0.7301
1692846973.537510,8.993,0.7439
1692846973.573548,8.993,0.713
1692846973.605851,8.993,0.7209
1692846973.637901,8.993,0.7016
1692846973.673862,8.993,0.7301
1692846973.705935,8.996,0.7401
1692846973.737809,8.996,0.7147
1692846973.773592,8.996,0.7517
1692846973.805876,8.996,0.7437
1692846973.837854,8.996,0.7611
1692846973.873644,8.996,0.7467
1692846973.905741,8.996,0.7308
1692846973.937787,8.996,0.7258
1692846973.973864,8.996,0.7515
1692846974.005866,8.996,0.7658
1692846974.037916,8.996,0.7317
1692846974.073541,8.996,0.7511
1692846974.105762,8.993,0.7379
1692846974.137706,8.993,0.7419
1692846974.173678,8.993,0.7416
1692846974.205868,8.993,0.7298
1692846974.237817,8.993,0.7256
1692846974.273582,8.993,0.749
1692846974.305624,8.991,0.7524
1692846974.337594,8.991,0.7503
1692846974.373568,8.991,0.7435
1692846974.406040,8.991,0.7265
1692846974.438068,8.991,0.7279
1692846974.473868,8.991,0.7344
1692846974.505704,8.992,0.7404
1692846974.538136,8.992,0.7333
1692846974.573724,8.992,0.7268
1692846974.605613,8.992,0.7249
1692846974.637557,8.992,0.7135
1692846974.673547,8.992,0.7287
1692846974.705538,8.991,0.7361
1692846974.737528,8.991,0.7046
1692846974.773754,8.991,0.7109
1692846974.805638,8.991,0.7035
1692846974.837674,8.991,0.6917
1692846974.873698,8.991,0.7022
1692846974.905527,8.99,0.707
1692846974.937581,8.99,0.6991
1692846974.973851,8.99,0.7005
1692846975.005612,8.99,0.7066
1692846975.037682,8.99,0.6947
1692846975.073494,8.99,0.7146
1692846975.105631,8.992,0.6997
1692846975.137527,8.992,0.6842
1692846975.173494,8.992,0.7239
1692846975.205518,8.992,0.7292
1692846975.237523,8.992,0.7154
1692846975.273496,8.992,0.733
1692846975.305764,8.995,0.6879
1692846975.337535,8.995,0.7028
1692846975.373756,8.995,0.7184
1692846975.405589,8.995,0.7306
1692846975.437511,8.995,0.699
1692846975.473510,8.995,0.6949
1692846975.505543,8.992,0.7336
1692846975.537577,8.992,0.6967
1692846975.574054,8.992,0.7313
1692846975.606109,8.992,0.7277
1692846975.638216,8.992,0.7098
1692846975.673732,8.992,0.716
1692846975.705805,8.986,0.7215
1692846975.737586,8.986,0.7323
1692846975.773625,8.986,0.7361
1692846975.805602,8.986,0.707
1692846975.837593,8.986,0.7221
1692846975.873500,8.986,0.7039
1692846975.905592,8.982,0.7032
1692846975.939224,8.982,0.7226
1692846975.973516,8.982,0.7287
1692846976.005619,8.982,0.7344
1692846976.037640,8.982,0.6912
1692846976.073506,8.982,0.7022
1692846976.105746,8.982,0.7244
1692846976.137825,8.974,0.7296
1692846976.173711,8.974,0.7228
1692846976.205832,8.974,0.7006
1692846976.237834,8.974,0.6942
1692846976.273493,8.974,0.6988
1692846976.305660,8.974,0.6819
1692846976.337525,8.974,0.6767
1692846976.373452,8.974,0.7053
1692846976.405559,8.966,0.7055
1692846976.437683,8.966,0.7001
1692846976.473488,8.966,0.72
1692846976.505778,8.966,0.7517
1692846976.537645,8.966,0.6892
1692846976.573625,8.966,0.6784
1692846976.605644,8.96,0.7007
1692846976.637906,8.96,0.7121
1692846976.673622,8.96,0.7336
1692846976.705661,8.96,0.7285
1692846976.737560,8.96,0.7145
1692846976.773414,8.96,0.7169
1692846976.805593,8.957,0.7362
1692846976.838156,8.957,0.7333
1692846976.873686,8.957,0.7098
1692846976.905527,8.957,0.6943
1692846976.937765,8.957,0.7122
1692846976.973794,8.957,0.726
1692846977.005782,8.953,0.7217
1692846977.037873,8.953,0.6907
1692846977.073613,8.953,0.6906
1692846977.105621,8.953,0.7076
1692846977.137661,8.953,0.7061
1692846977.174113,8.953,0.7047
1692846977.205815,8.944,0.6991
1692846977.238008,8.944,0.7132
1692846977.273774,8.944,0.6931
1692846977.305909,8.944,0.7029
1692846977.337578,8.944,0.7083
1692846977.373526,8.944,0.7268
1692846977.405759,8.937,0.7106
1692846977.437557,8.937,0.7009
1692846977.473592,8.937,0.7087
1692846977.505606,8.937,0.7032
1692846977.538118,8.937,0.7282
1692846977.573722,8.937,0.7066
1692846977.605467,8.931,0.7157
1692846977.637503,8.931,0.6865
1692846977.673544,8.931,0.7391
1692846977.705471,8.931,0.724
1692846977.737494,8.931,0.6899
1692846977.773559,8.931,0.6816
1692846977.805605,8.931,0.6616
1692846977.837485,8.928,0.7102
1692846977.873565,8.928,0.7208
1692846977.905537,8.928,0.7095
1692846977.937601,8.928,0.681
1692846977.974081,8.928,0.6834
1692846978.006035,8.928,0.6892
1692846978.038036,8.926,0.7223
1692846978.073669,8.926,0.6983
1692846978.105845,8.926,0.6865
1692846978.137532,8.926,0.6682
1692846978.173487,8.926,0.6836
1692846978.205477,8.926,0.7006
1692846978.237498,8.92,0.6822
1692846978.273517,8.92,0.6667
1692846978.305696,8.92,0.6292
1692846978.337552,8.92,0.6709
1692846978.373497,8.92,0.7081
1692846978.405708,8.92,0.7072
1692846978.437581,8.916,0.6646
1692846978.473663,8.916,0.6476
1692846978.505593,8.916,0.6557
1692846978.537666,8.916,0.6404
1692846978.573483,8.916,0.666
1692846978.605866,8.916,0.6921
1692846978.637523,8.916,0.6724
1692846978.673686,8.916,0.6241
1692846978.705652,8.919,0.6164
1692846978.737632,8.919,0.6713
1692846978.773584,8.919,0.6628
1692846978.805662,8.919,0.6627
1692846978.837740,8.919,0.6351
1692846978.873578,8.919,0.644
1692846978.906321,8.919,0.6794
1692846978.937752,8.919,0.6504
1692846978.973469,8.919,0.6852
1692846979.005746,8.919,0.6567
1692846979.037980,8.919,0.6048
1692846979.073527,8.919,0.6338
1692846979.105573,8.916,0.6393
1692846979.138151,8.916,0.6313
1692846979.178213,8.916,0.6596
1692846979.210202,8.916,0.6382
1692846979.242214,8.916,0.6222
1692846979.278023,8.916,0.6206
1692846979.310181,8.913,0.6146
1692846979.342353,8.913,0.6778
1692846979.378199,8.913,0.6311
1692846979.410222,8.913,0.7358
1692846979.442158,8.913,0.5651
1692846979.478139,8.913,0.5812
1692846979.510285,8.916,0.6694
1692846979.537063,8.916,0.6775
1692846979.573234,8.916,0.6427
1692846979.605340,8.916,0.6538
1692846979.637289,8.916,0.6507
1692846979.673275,8.916,0.7157
1692846979.705383,8.92,0.672
1692846979.737382,8.92,0.6373
1692846979.773294,8.92,0.6536
1692846979.805431,8.92,0.7144
1692846979.837499,8.92,0.7004
1692846979.873370,8.92,0.6121
1692846979.905369,8.919,0.7358
1692846979.937419,8.919,0.6423
1692846979.973322,8.919,0.6699
1692846980.005528,8.919,0.7166
1692846980.037353,8.919,0.6595
1692846980.073325,8.919,0.6447
1692846980.105620,8.92,0.7427
1692846980.137384,8.92,0.6976
1692846980.173328,8.92,0.6994
1692846980.206832,8.92,0.7012
1692846980.237435,8.92,0.6643
1692846980.273332,8.92,0.6853
1692846980.305422,8.928,0.7873
1692846980.337795,8.928,0.7455
1692846980.373468,8.928,0.7773
1692846980.405733,8.928,0.7719
1692846980.437568,8.928,0.7013
1692846980.473684,8.928,0.7112
1692846980.505585,8.932,0.6322
1692846980.537388,8.932,0.7138
1692846980.573922,8.932,0.7392
1692846980.605358,8.932,0.7456
1692846980.637442,8.932,0.6717
1692846980.673465,8.932,0.6769
1692846980.705451,8.936,0.6624
1692846980.737850,8.936,0.6269
1692846980.773470,8.936,0.6737
1692846980.805481,8.936,0.7984
1692846980.837470,8.936,0.7648
1692846980.873329,8.936,0.7104
1692846980.905646,8.937,0.6503
1692846980.937388,8.937,0.7237
1692846980.973404,8.937,0.7558
1692846981.005522,8.937,0.7149
1692846981.037388,8.937,0.7468
1692846981.073461,8.937,0.7488
1692846981.105422,8.94,0.7047
1692846981.137550,8.94,0.7086
1692846981.173305,8.94,0.7357
1692846981.205647,8.94,0.6575
1692846981.237624,8.94,0.7677
1692846981.273461,8.94,0.6917
1692846981.305597,8.949,0.6863
1692846981.337812,8.949,0.6965
1692846981.374033,8.949,0.5014
1692846981.405460,8.949,0.6672
1692846981.437584,8.949,0.7241
1692846981.473336,8.949,0.7597
1692846981.505525,8.954,0.6889
1692846981.537610,8.954,0.7879
1692846981.573416,8.954,0.6234
1692846981.605524,8.954,0.8082
1692846981.637429,8.954,0.5285
1692846981.673350,8.954,0.6751
1692846981.705368,8.952,0.737
1692846981.737548,8.952,0.7711
1692846981.773402,8.952,0.7403
1692846981.805588,8.952,0.7698
1692846981.837335,8.952,0.6359
1692846981.873281,8.952,0.7435
1692846981.905646,8.948,0.7603
1692846981.973591,8.948,0.7669
1692846982.005476,8.948,0.6909
1692846982.037381,8.948,0.7193
1692846982.074990,8.948,0.5974
1692846982.105773,8.945,0.7191
1692846982.137625,8.945,0.6569
1692846982.173414,8.945,0.7083
1692846982.205561,8.945,0.5401
1692846982.237496,8.945,0.6188
1692846982.273449,8.945,0.614
1692846982.305343,8.943,0.5809
1692846982.337535,8.943,0.6486
1692846982.373469,8.943,0.6435
1692846982.405399,8.943,0.6807
1692846982.437437,8.943,0.6674
1692846982.473469,8.943,0.7697
1692846982.505471,8.942,0.6636
1692846982.537397,8.942,0.4626
1692846982.573559,8.942,0.599
1692846982.605414,8.942,0.5057
1692846982.637372,8.942,0.7219
1692846982.673592,8.942,0.689
1692846982.705520,8.939,0.6976
1692846982.737400,8.939,0.3366
1692846982.773421,8.939,0.6487
1692846982.805816,8.939,0.6964
1692846982.837435,8.939,0.4337
1692846982.873479,8.939,0.6081
1692846982.905510,8.938,0.5335
1692846982.937496,8.938,0.4172
1692846982.978280,8.938,0.631
1692846983.010448,8.938,0.6678
1692846983.042460,8.938,0.683
1692846983.078272,8.938,0.3734
1692846983.110388,8.944,0.3586
1692846983.137151,8.944,0.5156
1692846983.173142,8.944,0.5996
1692846983.205078,8.944,0.5469
1692846983.237096,8.944,0.5784
1692846983.273012,8.944,0.6885
1692846983.305445,8.968,0.3871
1692846983.337147,8.968,0.6049
1692846983.373099,8.968,0.397
1692846983.405239,8.968,0.6414
1692846983.437093,8.968,0.5222
1692846983.473077,8.968,0.3912
1692846983.505079,9.054,0.5504
1692846983.537223,9.054,0.4482
1692846983.573651,9.054,0.3579
1692846983.606076,9.054,0.4932
1692846983.637661,9.054,0.4112
1692846983.673313,9.054,0.5509
1692846983.705452,9.054,0.5626
1692846983.737629,9.175,0.4132
1692846983.773596,9.175,0.4005
1692846983.805660,9.175,0.4388
1692846983.837665,9.175,0.4563
1692846983.873571,9.175,0.4639
1692846983.905587,9.175,0.3953
1692846983.937488,9.175,0.4283
1692846983.973314,9.175,0.3506
1692846984.005502,9.284,0.4425
1692846984.037591,9.284,0.3853
1692846984.073422,9.284,0.3757
1692846984.105412,9.284,0.4819
1692846984.137481,9.284,0.4218
1692846984.173415,9.284,0.4494
1692846984.205461,9.37,0.6185
1692846984.238708,9.37,0.4449
1692846984.273325,9.37,0.3383
1692846984.305478,9.37,0.3828
1692846984.337297,9.37,0.4143
1692846984.373433,9.37,0.4343
1692846984.405552,9.507,0.4445
1692846984.437474,9.507,0.3863
1692846984.473461,9.507,0.3432
1692846984.505606,9.507,0.5037
1692846984.537534,9.507,0.43
1692846984.573386,9.507,0.4132
1692846984.605566,9.507,0.377
1692846984.637514,9.62,0.4405
1692846984.673409,9.62,0.3963
1692846984.705500,9.62,0.4037
1692846984.737396,9.62,0.3605
1692846984.773325,9.62,0.398
1692846984.805520,9.62,0.4317
1692846984.837430,9.715,0.3588
1692846984.873483,9.715,0.4472
1692846984.905469,9.715,0.3326
1692846984.937440,9.715,0.3934
1692846984.973490,9.715,0.5882
1692846985.005378,9.715,0.3672
1692846985.037520,9.83,0.4783
1692846985.073665,9.83,0.3674
1692846985.105599,9.83,0.4017
1692846985.137579,9.83,0.3375
1692846985.173554,9.83,0.4033
1692846985.205560,9.83,0.3449
1692846985.237565,9.92,0.3693
1692846985.273441,9.92,0.4925
1692846985.305593,9.92,0.4464
1692846985.337565,9.92,0.3234
1692846985.373474,9.92,0.3419
1692846985.405446,9.92,0.4726
1692846985.437391,10.032,0.3937
1692846985.473329,10.032,0.4434
1692846985.505432,10.032,0.4457
1692846985.537457,10.032,0.2704
1692846985.573927,10.032,0.4039
1692846985.605816,10.032,0.3353
1692846985.637469,10.164,0.3859
1692846985.673666,10.164,0.5266
1692846985.705572,10.164,0.5274
1692846985.737373,10.164,0.5003
1692846985.773278,10.164,0.3775
1692846985.805436,10.164,0.3376
1692846985.837404,10.293,0.3057
1692846985.873371,10.293,0.409
1692846985.905416,10.293,0.3647
1692846985.937438,10.293,0.5785
1692846985.973784,10.293,0.4829
1692846986.005564,10.293,0.4805
1692846986.037418,10.429,0.3712
1692846986.073417,10.429,0.5601
1692846986.105555,10.429,0.5292
1692846986.137504,10.429,0.4598
1692846986.173384,10.429,0.5603
1692846986.205419,10.429,0.4629
1692846986.237553,10.429,0.4181
1692846986.273391,10.429,0.3825
1692846986.305452,10.568,0.5641
1692846986.337504,10.568,0.4734
1692846986.373493,10.568,0.4848
1692846986.405456,10.568,0.4091
1692846986.437427,10.568,0.4664
1692846986.473411,10.568,0.5568
1692846986.505464,10.68,0.501
1692846986.537462,10.68,0.6163
1692846986.573420,10.68,0.4562
1692846986.605428,10.68,0.5116
1692846986.637480,10.68,0.5828
1692846986.673259,10.68,0.5175
1692846986.705412,10.816,0.4817
1692846986.737269,10.816,0.5176
1692846986.775611,10.816,0.5709
1692846986.805509,10.816,0.4919
1692846986.837881,10.816,0.4311
1692846986.873654,10.816,0.5002
1692846986.905601,10.949,0.4674
1692846986.937622,10.949,0.3851
1692846986.973490,10.949,0.5291
1692846987.006541,10.949,0.4627
1692846987.037545,10.949,0.4225
1692846987.073351,10.949,0.4182
1692846987.105382,11.058,0.3959
1692846987.137421,11.058,0.4378
1692846987.173432,11.058,0.3697
1692846987.205554,11.058,0.3173
1692846987.237525,11.058,0.4229
1692846987.273355,11.058,0.5412
1692846987.305458,11.191,0.2984
1692846987.337471,11.191,0.4146
1692846987.373567,11.191,0.4382
1692846987.405500,11.191,0.3603
1692846987.437599,11.191,0.3782
1692846987.473471,11.191,0.3731
1692846987.505435,11.347,0.3473
1692846987.537457,11.347,0.4185
1692846987.573448,11.347,0.5443
1692846987.605847,11.347,0.3453
1692846987.637582,11.347,0.3551
1692846987.673596,11.347,0.4559
1692846987.705422,11.466,0.459
1692846987.737380,11.466,0.3525
1692846987.773499,11.466,0.3666
1692846987.805502,11.466,0.3937
1692846987.837461,11.466,0.4242
1692846987.873407,11.466,0.3821
1692846987.905752,11.616,0.4323
1692846987.937577,11.616,0.4108
1692846987.973523,11.616,0.4481
1692846988.005548,11.616,0.4368
1692846988.037472,11.616,0.3102
1692846988.073512,11.616,0.4269
1692846988.105690,11.721,0.6278
1692846988.137816,11.721,0.3847
1692846988.173356,11.721,0.4154
1692846988.205436,11.721,0.346
1692846988.237475,11.721,0.4933
1692846988.273347,11.721,0.381
1692846988.305350,11.864,0.4445
1692846988.337562,11.864,0.3121
1692846988.373458,11.864,0.3185
1692846988.405679,11.864,0.2897
1692846988.437537,11.864,0.3815
1692846988.473464,11.864,0.3105
1692846988.505779,12.001,0.308
1692846988.537541,12.001,0.3666
1692846988.573339,12.001,0.3642
1692846988.605361,12.001,0.4358
1692846988.637509,12.001,0.3833
1692846988.673506,12.001,0.3758
1692846988.705470,12.109,0.3619
1692846988.737449,12.109,0.3628
1692846988.773414,12.109,0.3918
1692846988.805597,12.109,0.5337
1692846988.837533,12.109,0.4079
1692846988.873759,12.109,0.4169
1692846988.905826,12.247,0.4535
1692846988.937696,12.247,0.4187
1692846988.973481,12.247,0.3756
1692846989.005560,12.247,0.4205
1692846989.037482,12.247,0.3799
1692846989.073382,12.247,0.4166
1692846989.105363,12.38,0.3639
1692846989.137695,12.38,0.4327
1692846989.173791,12.38,0.3078
1692846989.205487,12.38,0.3331
1692846989.237480,12.38,0.3936
1692846989.273598,12.38,0.2672
1692846989.305535,12.487,0.3907
1692846989.337436,12.487,0.4251
1692846989.373436,12.487,0.4573
1692846989.405480,12.487,0.4345
1692846989.437417,12.487,0.376
1692846989.473409,12.487,0.4139
1692846989.505569,12.624,0.3568
1692846989.537409,12.624,0.3334
1692846989.573301,12.624,0.389
1692846989.605561,12.624,0.4455
1692846989.637337,12.624,0.4624
1692846989.673453,12.624,0.3869
1692846989.705441,12.758,0.4263
1692846989.737577,12.758,0.4041
1692846989.773357,12.758,0.4035
1692846989.805468,12.758,0.4043
1692846989.837754,12.758,0.3591
1692846989.873512,12.758,0.4137
1692846989.905499,12.873,0.4311
1692846989.937421,12.873,0.3588
1692846989.973984,12.873,0.3661
1692846990.005958,12.873,0.4231
1692846990.037780,12.873,0.4523
1692846990.073501,12.873,0.436
1692846990.105659,13.009,0.4076
1692846990.137440,13.009,0.4401
1692846990.173653,13.009,0.4575
1692846990.205750,13.009,0.4583
1692846990.237461,13.009,0.4141
1692846990.273403,13.009,0.5053
1692846990.305810,13.144,0.428
1692846990.337439,13.144,0.3914
1692846990.373613,13.144,0.4895
1692846990.405394,13.144,0.4017
1692846990.437654,13.144,0.3547
1692846990.473828,13.144,0.3179
1692846990.506575,13.258,0.4475
1692846990.537457,13.258,0.4013
1692846990.573379,13.258,0.4592
1692846990.605479,13.258,0.338
1692846990.637542,13.258,0.4669
1692846990.673332,13.258,0.4075
1692846990.705453,13.392,0.4056
1692846990.737541,13.392,0.3907
1692846990.773555,13.392,0.4489
1692846990.805794,13.392,0.3819
1692846990.837513,13.392,0.3851
1692846990.873430,13.392,0.4373
1692846990.905571,13.548,0.4038
1692846990.937402,13.548,0.4181
1692846990.973368,13.548,0.5008
1692846991.004959,13.548,0.4675
1692846991.037705,13.548,0.4459
1692846991.073552,13.548,0.4798
1692846991.105615,13.548,0.4224
1692846991.137507,13.689,0.4439
1692846991.173490,13.689,0.4715
1692846991.205518,13.689,0.4354
1692846991.237669,13.689,0.4099
1692846991.273433,13.689,0.2804
1692846991.305566,13.689,0.323
1692846991.337516,13.795,0.4262
1692846991.373551,13.795,0.4129
1692846991.405693,13.795,0.4053
1692846991.437583,13.795,0.4272
1692846991.473883,13.795,0.4221
1692846991.505776,13.795,0.401
1692846991.537631,13.923,0.3409
1692846991.573849,13.923,0.4292
1692846991.605877,13.923,0.3572
1692846991.637602,13.923,0.4829
1692846991.673648,13.923,0.4651
1692846991.705612,13.923,0.4467
1692846991.737721,14.053,0.3861
1692846991.773480,14.053,0.4373
1692846991.805702,14.053,0.438
1692846991.837489,14.053,0.5965
1692846991.873476,14.053,0.4606
1692846991.908272,14.053,0.4125
1692846991.937528,14.053,0.5101
1692846991.973556,14.172,0.345
1692846992.005520,14.172,0.4982
1692846992.037608,14.172,0.512
1692846992.073529,14.172,0.4687
1692846992.105588,14.172,0.4489
1692846992.137516,14.172,0.4194
1692846992.173728,14.172,0.4299
1692846992.205506,14.303,0.5962
1692846992.237558,14.303,0.4135
1692846992.273685,14.303,0.4751
1692846992.306306,14.303,0.4694
1692846992.337679,14.303,0.5506
1692846992.373606,14.303,0.5207
1692846992.405927,14.428,0.4619
1692846992.437666,14.428,0.4758
1692846992.473984,14.428,0.4502
1692846992.505815,14.428,0.5263
1692846992.537914,14.428,0.5323
1692846992.573857,14.428,0.4716
1692846992.605532,14.53,0.4199
1692846992.637548,14.53,0.4893
1692846992.673536,14.53,0.453
1692846992.705623,14.53,0.4798
1692846992.737597,14.53,0.4046
1692846992.774219,14.53,0.4338
1692846992.806078,14.652,0.434
1692846992.838342,14.652,0.4299
1692846992.873675,14.652,0.3666
1692846992.906014,14.652,0.46
1692846992.937497,14.652,0.3654
1692846992.973366,14.652,0.422
1692846993.005586,14.77,0.4576
1692846993.037576,14.77,0.4635
1692846993.073464,14.77,0.4101
1692846993.105549,14.77,0.4495
1692846993.137517,14.77,0.4803
1692846993.173562,14.77,0.51
1692846993.205791,14.876,0.4703
1692846993.237602,14.876,0.4112
1692846993.273774,14.876,0.5257
1692846993.305844,14.876,0.4312
1692846993.337625,14.876,0.4465
1692846993.373673,14.876,0.4747
1692846993.405574,15.003,0.4514
1692846993.437612,15.003,0.5188
1692846993.473533,15.003,0.5831
1692846993.510380,15.003,0.5685
1692846993.542491,15.003,0.5387
1692846993.578357,15.003,0.4929
1692846993.610335,15.131,0.4735
1692846993.642447,15.131,0.5018
1692846993.678159,15.131,0.5432
1692846993.710256,15.131,0.5183
1692846993.742307,15.131,0.4318
1692846993.778121,15.131,0.4053
1692846993.810176,15.234,0.5591
1692846993.842397,15.234,0.5166
1692846993.878410,15.234,0.5404
1692846993.910171,15.234,0.4244
1692846993.942469,15.234,0.4216
1692846993.978392,15.234,0.3649
1692846994.010378,15.361,0.3967
1692846994.042527,15.361,0.3968
1692846994.078166,15.361,0.45
1692846994.110288,15.361,0.4226
1692846994.142254,15.361,0.6002
1692846994.178177,15.361,0.4802
1692846994.210194,15.496,0.4518
1692846994.242285,15.496,0.3428
1692846994.272997,15.496,0.401
1692846994.305158,15.496,0.4378
1692846994.336990,15.496,0.4561
1692846994.373339,15.496,0.3194
1692846994.405303,15.596,0.4304
1692846994.437542,15.596,0.4331
1692846994.473697,15.596,0.4239
1692846994.505425,15.596,0.4192
1692846994.537491,15.596,0.4946
1692846994.573566,15.596,0.5017
1692846994.605641,15.717,0.4851
1692846994.637438,15.717,0.4899
1692846994.673591,15.717,0.3777
1692846994.705703,15.717,0.4449
1692846994.737292,15.717,0.3909
1692846994.773206,15.717,0.4922
1692846994.805292,15.834,0.5143
1692846994.873453,15.834,0.4649
1692846994.905472,15.834,0.4687
1692846994.937366,15.834,0.3962
1692846994.973355,15.834,0.2632
1692846995.005529,15.926,0.3294
1692846995.037454,15.926,0.4981
1692846995.073375,15.926,0.5157
1692846995.105504,15.926,0.5018
1692846995.137458,15.926,0.5145
1692846995.173607,15.926,0.4732
1692846995.206057,16.047,0.4078
1692846995.237403,16.047,0.6018
1692846995.273457,16.047,0.4311
1692846995.305926,16.047,0.399
1692846995.337438,16.047,0.4062
1692846995.373369,16.047,0.4647
1692846995.405331,16.17,0.5054
1692846995.473284,16.17,0.5174
1692846995.505442,16.17,0.378
1692846995.537285,16.17,0.4733
1692846995.573532,16.17,0.4411
1692846995.605706,16.265,0.5632
1692846995.637401,16.265,0.5212
1692846995.673354,16.265,0.5323
1692846995.705318,16.265,0.5365
1692846995.737378,16.265,0.51
1692846995.773496,16.265,0.4077
1692846995.805305,16.386,0.5107
1692846995.837342,16.386,0.4957
1692846995.873195,16.386,0.5486
1692846995.905315,16.386,0.5637
1692846995.937267,16.386,0.6055
1692846995.973336,16.386,0.6052
1692846996.005474,16.505,0.6148
1692846996.037349,16.505,0.5888
1692846996.073354,16.505,0.5472
1692846996.105507,16.505,0.5545
1692846996.137376,16.505,0.5512
1692846996.173181,16.505,0.5943
1692846996.205517,16.602,0.5829
1692846996.237458,16.602,0.5493
1692846996.273551,16.602,0.6168
1692846996.305392,16.602,0.6161
1692846996.337384,16.602,0.6016
1692846996.373439,16.602,0.5889
1692846996.405580,16.743,0.5209
1692846996.437652,16.743,0.529
1692846996.473330,16.743,0.489
1692846996.505359,16.743,0.4427
1692846996.537496,16.743,0.4578
1692846996.573345,16.743,0.4647
1692846996.605364,16.743,0.5848
1692846996.637939,16.861,0.6107
1692846996.673416,16.861,0.5875
1692846996.705389,16.861,0.5863
1692846996.737351,16.861,0.5521
1692846996.773286,16.861,0.5146
1692846996.805412,16.861,0.4744
1692846996.837595,16.981,0.5103
1692846996.873378,16.981,0.4836
1692846996.905245,16.981,0.4733
1692846996.937242,16.981,0.4485
1692846996.973376,16.981,0.4322
1692846997.005398,16.981,0.4376
1692846997.037337,17.081,0.4175
1692846997.073450,17.081,0.4904
1692846997.105428,17.081,0.4791
1692846997.137376,17.081,0.5062
1692846997.173513,17.081,0.4714
1692846997.205472,17.081,0.5129
1692846997.238769,17.213,0.3599
1692846997.273284,17.213,0.4872
1692846997.305702,17.213,0.4062
1692846997.337443,17.213,0.4492
1692846997.373401,17.213,0.4573
1692846997.405624,17.213,0.532
1692846997.437434,17.35,0.5787
1692846997.473764,17.35,0.574
1692846997.505412,17.35,0.5189
1692846997.537429,17.35,0.4562
1692846997.573289,17.35,0.4444
1692846997.605406,17.35,0.3841
1692846997.637424,17.454,0.4018
1692846997.673335,17.454,0.5541
1692846997.705360,17.454,0.5786
1692846997.738428,17.454,0.5741
1692846997.773352,17.454,0.5612
1692846997.805432,17.454,0.5446
1692846997.837413,17.579,0.4509
1692846997.873578,17.579,0.403
1692846997.905749,17.579,0.4617
1692846997.937458,17.579,0.57
1692846997.973434,17.579,0.5959
1692846998.005391,17.579,0.5759
1692846998.037489,17.705,0.5117
1692846998.073386,17.705,0.5715
1692846998.105308,17.705,0.5579
1692846998.137242,17.705,0.5003
1692846998.173311,17.705,0.4394
1692846998.205520,17.705,0.5527
1692846998.237376,17.828,0.5563
